"Bug ID","Component","Assignee","Summary","Number of Comments","Votes","Depends on","Classification","Blocks","Hardware","Iteration","Keywords"
996053,"Session Restore","dao@mozilla.com","make nsISessionStore's setTabValue, setWindowValue and setGlobalValue take arbitrary JS values but throw for non-strings, for consistency with SessionStore.jsm",25,0,,"Client Software",908440,"All","---","addon-compat, dev-doc-needed"
1001995,"Theme","dao@mozilla.com","Remove / fix remnants of the forwarddisabled attribute",9,0,,"Client Software","997131, 1001471","All","---",
1008134,"General","dao@mozilla.com","darkwindowframe attribute should be set before the first paint",8,0,,"Client Software","940393, 1012629","All","---",
1015619,"General","dao@mozilla.com","Reduce browser.slowStartup.timeThreshold from 45 to 40 seconds",6,0,"836010, 848460","Client Software",,"All","---",
1018405,"Preferences","dao@mozilla.com","The ""Manage"" button is too close to the Firefox Account name in the Sync pane of the in-content preferences",7,0,,"Client Software","1012396, 1014201","All",34.1,
1033482,"General","dao@mozilla.com","Allow global notification bars to be displayed at the top of the window",6,0,,"Client Software",951627,"All",34.1,
1037017,"Toolbars and Customization","dao@mozilla.com","Remove cui-areatype from removable=""false"" widgets",5,0,1040810,"Client Software",,"All",33.3,
1039506,"Tabbed Browser","dao@mozilla.com","tabbrowser's _getTabForContentWindow is very slow with lots of tabs",19,0,1039500,"Client Software",,"All",34.1,"perf"
1042089,"Theme","dao@mozilla.com","Remove dead CSS rules from browser.css",5,0,,"Client Software",,"All",34.1,
1058237,"General","dao@mozilla.com","Ctrl-Tab previews should use the PageThumbs API",9,0,1063020,"Client Software","653064, 698371","All",35.1,
1061947,"Toolbars and Customization","dao@mozilla.com","Avoid flushing layout and making it dirty repeatedly in ToolbarIconColor.inferFromText",7,0,,"Client Software","1012629, 1015572","All",35.1,"perf"
1063594,"Preferences","dao@mozilla.com","main-pane-loaded notification should be sent at the end of gMainPane.init",3,0,,"Client Software",1063625,"All",35.1,
1071821,"General","dao@mozilla.com","fullscr-toggler element needs to be hidden in DOM fullscreen",16,0,,"Client Software",,"All",35.2,
1073497,"Theme","dao@mozilla.com","Merge autocomplete-search.svg CSS rules",3,0,,"Client Software",,"All",35.3,
1080784,"Panorama","dao@mozilla.com","Enable tabview tests in e10s",7,0,,"Client Software","984139, 1086190","All",36.1,
1081071,"Theme","dao@mozilla.com","Remove hardcoded gray text colors from subviews",3,0,,"Client Software","994750, 1008603","All",35.3,"access"
1093368,"Toolbars and Customization","dao@mozilla.com","Customizable theme picker fires a lightweight-theme-styling-update with the default theme ID",27,0,,"Client Software","1007336, 1053434","All",36.2,
1099952,"Theme","dao@mozilla.com","loop-button is missing from @primaryToolbarButtons@, causing the icon to be squashed",3,0,,"Client Software","1083396, 1088021","All",36.3,
1101268,"Tabbed Browser","dao@mozilla.com","enable browser_ctrlTab.js for e10s",4,0,698371,"Client Software",984139,"All",36.3,
1102018,"Tabbed Browser","dao@mozilla.com","e10s - fix browser_bug481560.js to not time out (adds focus listener on content window)",6,0,,"Client Software","984139, 1080801","All",36.3,
1105579,"Tabbed Browser","dao@mozilla.com","Intermittent browser_lastAccessedTab.js | selected tab has the current timestamp (difference: N)",21,0,,"Client Software",980231,"x86",37.1,"intermittent-failure"
918634,"General","davidp99@gmail.com","swapFrameLoader not implemented for e10s",46,1,1093206,"Client Software","653064, 1012784, 1058164, 1075941","All","---",
1059036,"Session Restore","davidp99@gmail.com","[e10s] Undo Close Tab would not load tab contents.",24,0,,"Client Software","653064, 1009628, 1060574","x86_64","---","regression"
1052074,"Developer Tools: Framework","dcamp@mozilla.com","Improve error messages for protocol.js exceptions",5,0,,"Client Software",,"x86","---",
1072632,"Developer Tools","dcamp@mozilla.com","Re-export emit from protocol.js",2,0,,"Client Software",,"x86","---",
1073691,"Developer Tools: Debugger","dcamp@mozilla.com","Allow actors to specify a marshaller for form data",9,0,,"Client Software",,"x86","---",
1081689,"Developer Tools","dcamp@mozilla.com","Allow unregistration of a protocol.js type",8,0,,"Client Software",1054353,"x86","---",
956482,"General","desiradaniel2007@hotmail.com","Rewrite inline script in /browser/components/privatebrowsing/content/aboutPrivateBrowsing.xhtml (about:privatebrowsing)",50,0,,"Client Software",923920,"x86_64","---",
1050654,"Developer Tools: Console","dholbert@mozilla.com","Use ""flex: none"" shorthand in webconsole.inc.css",5,0,,"Client Software",,"All","---",
1059485,"Developer Tools","dholbert@mozilla.com","WARNING resource://gre/modules/devtools/LayoutHelpers.jsm:18 - assignment to undeclared variable LayoutHelpers",4,0,,"Client Software",,"x86_64","---",
1029862,"Menus","dkeeler@mozilla.com","hide unnecessary 'which is run by (unknown)' text in site identity popup for domain validated sites",6,0,1030708,"Client Software",1029832,"All","---",
1034360,"Preferences","dkeeler@mozilla.com","remove OCSP preference UI (or at least remove the unnecessary dialog window)",11,0,,"Client Software",1029832,"All","---",
1023508,"General","dolske@mozilla.com","Add telemetry for HiDPI usage",9,0,,"Client Software",1016543,"All",33.2,
1068290,"General","dolske@mozilla.com","UI Tour: Add ability to highlight New Private Window icon in chrome",11,0,,"Client Software",1071187,"All",35.2,
1071238,"General","dolske@mozilla.com","UI Tour: add ability to put a widget in the toolbar",22,0,1098482,"Client Software",1071187,"All",35.3,
1072036,"General","dolske@mozilla.com","UI Tour: Add ability to highlight new privacy button",14,0,1069300,"Client Software",1071187,"All",35.2,
1085330,"General","dolske@mozilla.com","UITour: Highlight positioning breaks when icon target moves into ""more tools"" overflow panel.",22,0,,"Client Software","862998, 1091785","x86",36.2,
1101669,"General","dolske@mozilla.com","UITour: showInfo(""search"") should drop its notification from the end of the search box, not the middle",22,0,,"Client Software","862998, 1101642","All","---",
883609,"Session Restore","dteller@mozilla.com","[Session Restore] Make backups useful",91,3,965196,"Client Software","589095, 801598, 873656, 898800, 923315, 932110, 961752, 1023220","All","---","dataloss"
936630,"Session Restore","dteller@mozilla.com","Add a Talos regression test for session restore times",46,0,"996747, 996760","Client Software","810156, 962948, 987592, 991683, 1002780","All","---","ateam-talos-task, dev-doc-complete"
985412,"SocialAPI","dteller@mozilla.com","Multiple instances of ""A promise chain failed to handle a rejection at resource://gre/modules/FrameWorker.jsm:161"" in browser_social_workercrash.js",6,0,995199,"Client Software",976205,"All","---",
1008148,"General","dteller@mozilla.com","Use AsyncShutdown for PageThumbsStorage.wipe()",23,1,985655,"Client Software","916078, 1005487","All","---",
1017808,"New Tab Page","dteller@mozilla.com","TEST-UNEXPECTED-FAIL | chrome://mochitests/content/browser/browser/base/content/test/newtab/browser_newtab_bug752841.js | A promise chain failed to handle a rejection at chrome://global/content/bindings/browser.xml:299",11,0,,"Client Software","1016387, 1029796","All","---",
1019662,"SocialAPI","dteller@mozilla.com","TEST-UNEXPECTED-FAIL | chrome://mochitests/content/browser/browser/base/content/test/social/browser_social_window.js | A promise chain failed to handle a rejection at resource://gre/modules/FrameWorker.jsm:59 - Component returned failure code: 0x80004005",10,0,,"Client Software",1016387,"All","---",
1019670,"General","dteller@mozilla.com","Error in AboutHome.sendAboutHomeData: TypeError: target.messageManager is undefined"" {file: ""resource://app/modules/AboutHome.jsm"" line: 248}",7,0,,"Client Software",1016387,"All","---",
1019762,"General","dteller@mozilla.com","TEST-UNEXPECTED-FAIL | chrome://mochitests/content/browser/browser/base/content/test/general/browser_gestureSupport.js | A promise chain failed to handle a rejection at chrome://global/content/bindings/browser.xml:310 - TypeError: this.docShell is null",11,0,,"Client Software","1016387, 1081345","All","---",
1027616,"Session Restore","dteller@mozilla.com","[Session Restore] Talos test sessionrestore_no_auto_restore actually restores the session",6,0,1028999,"Client Software",,"All","---",
1034514,"General","dteller@mozilla.com","Record quit-application and profile-before-change in the timeline",8,0,,"Client Software",,"All","---","perf"
1081547,"Developer Tools: Scratchpad","dteller@mozilla.com","Intermittent browser_telemetry_button_scratchpad.js | A promise chain failed to handle a rejection: - Protocol error (unknownError): Error: Got an invalid root window in DocumentWalker",10,0,,"Client Software",1016387,"All","---","intermittent-failure"
1081548,"Developer Tools","dteller@mozilla.com","Intermittent browser_projecteditor_immediate_destroy.js | A promise chain failed to handle a rejection: - at resource://gre/modules/commonjs/toolkit/loader.js -> resource:///modules/devtools/projecteditor/stores/local.js:135 - TypeError: this.window is nu",4,0,,"Client Software",1016387,"x86","---","intermittent-failure"
1081549,"Developer Tools: Style Editor","dteller@mozilla.com","Intermittent browser_styleeditor_init.js | A promise chain failed to handle a rejection: - at chrome://mochitests/content/browser/browser/devtools/styleeditor/test/browser_styleeditor_init.js:74 - TypeError: summary is undefined",4,0,,"Client Software",1016387,"x86","---","intermittent-failure"
1081551,"Developer Tools: Netmonitor","dteller@mozilla.com","Intermittent browser_net_autoscroll.js | A promise chain failed to handle a rejection: - at chrome://browser/content/devtools/netmonitor-view.js:1320 - TypeError: aValue.content is undefined",4,0,,"Client Software",1016387,"x86","---","intermittent-failure"
993029,"Developer Tools: Console","dtownsend+bugmail@oxymoronical.com","Create an add-on console actor that will be displayed in the console tab of the add-on debugger",40,0,,"Client Software","899054, 993099, 993520, 993533, 1005193","All","---",
1007756,"Developer Tools: Debugger","dtownsend+bugmail@oxymoronical.com","Strip out redundant and broken code landed in bug 990074",4,0,,"Client Software",990074,"All","---",
1062522,"General","dtownsend+bugmail@oxymoronical.com","Intermittent browser_bug575561.js | Test timed out | Found a tab after previous test timed out",36,0,,"Client Software",961867,"x86","---","intermittent-failure"
1070223,"Search","dtownsend+bugmail@oxymoronical.com","Ignore exceptions thrown from nsIBrowserSearchInitObserver",7,0,,"Client Software",,"x86","---",
1072118,"General","dtownsend+bugmail@oxymoronical.com","Uncaught promise rejection from gmpInstallManager.simpleCheckAndInstall()",4,0,,"Client Software",,"All","---",
1075658,"Session Restore","dtownsend+bugmail@oxymoronical.com","Enable remaining session store tests that are disabled in e10s",27,0,"1059007, 1090456, 1093161, 1099857","Client Software","984139, 1077738, 1085694","x86_64",36.2,
1077738,"Session Restore","dtownsend+bugmail@oxymoronical.com","Session restored about:newtab pages are retained in session history",12,0,1075658,"Client Software","724239, 999239","All",36.2,
1090456,"Panorama","dtownsend+bugmail@oxymoronical.com","Tabview can leak if it is open when a tab is restored in e10s mode",6,0,,"Client Software",1075658,"All",36.2,
1093161,"Search","dtownsend+bugmail@oxymoronical.com","[e10s] Searching from a new tab's address bar does not work the first time when e10s is enabled",14,0,,"Client Software","653064, 1075658","All",36.2,"dogfood, regression, reproducible"
1093594,"Tabbed Browser","dtownsend+bugmail@oxymoronical.com","e10s - Fix browser/base/content/test/general/browser_alltabslistener.js to work with e10s",11,0,1101624,"Client Software","984139, 1080801","All",36.3,
1101122,"General","dtownsend+bugmail@oxymoronical.com","Update about:home search styling",38,0,"873923, 1088660, 1103127, 1103992, 1106238, 1106239","Client Software",1101642,"All","---",
1101654,"Search","dtownsend+bugmail@oxymoronical.com","first-use tour for new one-off search UI",23,1,1088660,"Client Software","1101642, 1103197","All","---",
1101999,"Search","dtownsend+bugmail@oxymoronical.com","Fix UITour highlighting of search",14,0,1088660,"Client Software",1101642,"x86","---",
1103119,"Search","dtownsend+bugmail@oxymoronical.com","Search drop down fails to display properly if a search engine has no icon",11,0,1104221,"Client Software",1088660,"x86",37.1,
1042214,"New Tab Page","edilee@mozilla.com","Send detailed view ping of shown tiles",40,0,"972936, 993906, 1040369, 1043669, 1053530, 1054202, 1054341, 1057404, 1071635","Client Software","972929, 972933, 977787, 1030832, 1043674, 1056279, 1057602, 1057781, 1062683, 1062708","All",34.3,
1042876,"New Tab Page","edilee@mozilla.com","Update newtab endpoints to new v2/links",26,0,"1043687, 1050328, 1054341, 1058091, 1069776","Client Software","977787, 1030832, 1057602, 1059591","All",34.3,
